,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[CO2],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],baseline_concentration[CO2],seed,stochastic_run,use_seed
674580,8.993460264,4.644521734,13.77997043,27.14498053,0.815150042,1.865795899,0.593117689,1.061477379,0.860107154,0.257204989,7.090563906,35.66615792,-0.002575722,2.204167402,0.002923126,0.013463536,-0.003674634,-0.002267765,-8.99E-05,-4.49E-05,-0.000659176,-1.30E-06,-1.06E-05,-8.13E-06,0.03931828,8.75E-38,1.10E-12,-0.676705687,0.00019845,0.001020886,-1.48E-05,0.000182894,0.000361336,0.001271671,0.757700607,0.949071921,0.424740573,1.475360278,1.164373872,1.039148995,0.322317451,0.945741832,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,0.860965468,277.8813,270513183,FALSE,FALSE
674786,9.399957041,4.209307031,19.89470409,80.28752232,1.527461244,1.427001684,1.056499939,1.167501964,1.132655914,0.353127539,7.345230594,32.03373023,0.001813065,1.044898126,0.00271216,0.038162222,-0.006220546,-0.003594452,-9.82E-05,-1.35E-05,-0.000642451,-4.24E-06,-5.75E-05,-7.11E-06,0.003190533,8.809569002,7.80E-18,-0.648615225,0.000281862,0.000690702,0.000131323,0.000153404,-0.000102248,0.001580085,0.866276293,0.837936956,-0.032925831,0.721385035,0.844978257,0.948896611,0.953387751,0.965581921,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,0.881968127,278.4349579,270595377,FALSE,FALSE
675688,12.92106316,3.7984703,25.66295978,84.58554462,1.830924319,2.02648944,0.619348347,1.040326256,1.078120403,0.469439715,7.705175651,33.7250237,0.000896968,-0.699204169,0.00507867,0.023519832,-0.004171191,-0.003853235,-9.05E-05,-3.56E-05,-0.000644804,-2.87E-06,-5.92E-05,-8.66E-06,0.004427964,0.10719699,0.001157798,-0.679388546,0.000170348,0.001342521,4.14E-05,-0.000145239,0.000138673,0.000726629,1.101056504,0.961071961,1.267415182,0.613576359,0.976068486,1.623460821,2.491230752,0.992490144,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,1.067815098,275.4766804,270955275,FALSE,FALSE
682451,14.610339,4.64811454,20.88067097,53.96475692,0.743670938,2.192570289,1.072171207,1.576006861,1.13364942,0.319429702,6.264105923,32.93887043,-0.0001409,2.319702249,0.003276527,0.027448125,-0.005657077,-0.002973536,-9.57E-05,-1.06E-05,-0.000666704,-4.00E-06,-3.66E-05,-7.60E-06,0.000554008,0.000416674,1.01E-12,-16.49224154,0.000271215,0.000890132,-4.17E-05,0.000105225,0.000125443,0.001569766,0.97114104,0.92282322,1.008122267,1.16284785,0.717202687,1.090033523,1.171920013,0.8878912,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,0.764541811,277.1633409,273653712,FALSE,FALSE
686993,2.708704755,5.455305586,36.08387782,58.75710204,1.342953161,1.981301459,1.425964697,1.506173886,0.780113173,0.491466412,8.069368853,28.19899886,0.003977972,4.090401893,0.000775894,0.020761601,-0.007293095,-0.005320111,-6.41E-05,-3.27E-05,-0.000573658,-2.87E-06,-5.06E-05,-9.85E-06,0.00195207,0.000316841,7.81E-17,-2.956178964,0.000215913,0.001180402,-4.93E-05,-6.71E-05,0.000165279,0.001914147,0.956849931,0.947419082,0.648371706,0.773573776,1.039218194,0.88714596,0.846172379,1.019729852,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,0.856132685,278.563705,275465970,FALSE,FALSE
687577,4.591338013,3.249629959,4.462183673,161.1916662,1.228354741,2.939344946,1.216210739,1.322246449,0.499987249,0.446125744,9.049139163,30.52425466,0.002143331,2.326178265,0.003005459,0.030530294,-0.004487571,-0.00338314,-9.41E-05,-1.96E-05,-0.000576302,-1.05E-06,-5.34E-05,-9.26E-06,0.004542573,36.34369073,5.82E-18,-1.198871899,0.000216975,0.000876229,-5.30E-05,-0.000115613,0.000351597,0.001924777,1.219728698,0.877239682,0.968559687,1.247051153,0.895932242,1.137860074,1.323462112,1.091701007,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,1.014967771,278.7414424,275698986,FALSE,FALSE
690948,25.38239335,3.561890682,15.98476369,87.59044259,0.829994047,3.795231747,0.777282255,1.141367004,1.556712357,0.531156111,7.457040078,33.30676205,-0.00015327,-1.642039708,0.006789642,0.031800277,-0.004366263,-0.002887078,-8.50E-05,-2.75E-05,-0.000601093,-3.58E-06,-6.00E-05,-6.69E-06,0.002075583,1.98E-17,0.009936612,-4.099131315,0.000228147,0.001103548,0.00012383,7.54E-05,0.000128991,0.000305712,0.986134612,1.019553157,-0.287634963,0.845570143,0.827786004,1.20179627,0.20599324,0.973970344,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,0.904324986,279.6062022,277044015,FALSE,FALSE
693898,13.56004888,4.903825738,22.19007114,23.50770053,1.10831165,2.989623715,1.212043152,1.746003483,0.87535739,0.498977522,8.381897506,38.61477507,-0.005280712,-0.112897915,0.006240737,0.008492176,0.00041943,-0.002868848,-0.000101475,-3.23E-05,-0.000619087,-1.75E-06,-3.99E-05,-7.99E-06,0.076944165,41.99470507,1.67E-24,-0.902873873,0.000210909,0.001030174,-4.92E-05,0.000130759,0.000418291,0.001410125,0.989615687,1.172324561,1.740725514,1.22088251,1.096412206,1.039152823,1.691250991,1.043408388,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,1.024726185,277.8514993,278221065,FALSE,FALSE
697609,9.511827033,4.725494176,31.77701578,42.89827825,1.174166739,1.654702428,0.530472959,0.866462962,0.681180946,0.427705509,7.589349171,32.80835292,0.0003687,-0.111791256,0.004834203,0.045229145,-0.005365603,-0.005301074,-3.67E-05,-9.26E-06,-0.0005751,-1.50E-06,-5.84E-05,-9.66E-06,0.004783636,2.71773142,0.014126642,-1.176187748,0.00025622,0.0015416,2.58E-05,0.000108978,3.27E-05,0.001670315,1.069653987,0.914376211,0.535612489,0.916555638,1.355477468,0.552300147,0.890869914,0.984083358,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,0.817830949,279.543007,279701754,FALSE,FALSE
700870,7.736649296,4.611138786,23.01541913,35.23804204,1.794107255,1.908344791,0.602749172,1.375293782,0.618748273,0.236592215,5.680158922,35.35230249,-0.002630205,0.452119462,0.005297159,0.046301368,-0.004805445,-0.002362974,-0.000105136,-1.97E-05,-0.000598816,-1.70E-06,-2.28E-05,-9.77E-06,0.002937226,4.03E-19,0.01487599,-1.860301812,0.000218139,0.001481821,4.67E-05,0.000184829,-0.000162617,0.001256214,0.944126434,0.942643568,0.391501246,0.749574627,0.755814072,0.985337065,1.349184263,0.846152195,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,0.886578012,277.5818812,281002893,FALSE,FALSE
701867,18.01323568,3.815405477,14.83459665,146.3760205,1.153348382,2.519333996,1.284895402,1.284474032,1.947356934,0.600989094,8.505954643,33.61648676,-0.000263247,2.906844343,0.002015966,0.019409347,0.000138967,-0.003735796,-9.34E-05,-3.70E-05,-0.000636678,-2.82E-06,-8.17E-06,-7.41E-06,0.343419538,2.49E-48,5.253677907,-0.984077823,0.000167757,0.00108312,-2.88E-05,1.57E-05,0.000386996,0.000469923,0.944029758,1.050802811,0.304036824,0.92184753,1.010678815,0.934012607,0.947404429,1.051789732,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,0.937324444,277.757105,281400696,FALSE,FALSE
705455,16.21983765,2.942320585,12.66350394,29.71842279,1.83069006,5.006593424,0.697216462,1.238990902,1.76707964,0.322062607,9.152269263,36.34340173,-0.005410254,4.32036691,0.004056458,0.047003316,-0.007844359,-0.002213469,-0.000100935,2.89E-07,-0.000651559,-1.63E-06,-3.93E-05,-9.29E-06,0.144862009,3.74E-53,1.565326563,-1.015109811,0.000253797,0.001400303,-3.48E-05,-0.000117779,0.000141093,0.001470546,1.094401125,0.965707793,0.632937011,1.032613927,1.028187312,0.614275047,0.622070671,1.099150365,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,1.182457852,277.3889857,282832308,FALSE,FALSE
705793,7.986635963,3.506097527,13.97374361,176.9866171,1.379521787,3.595131108,1.226635509,1.098066932,0.807156059,0.637946229,8.216382971,32.56587686,-0.000495836,1.060381013,0.005069402,-0.000992422,-0.004444379,-0.002965239,-7.98E-05,-2.23E-05,-0.000539559,-2.53E-06,-3.68E-05,-8.63E-06,8.47E-07,1.01E-75,1.65E-05,-3674.323001,0.000237669,0.001111408,7.23E-05,0.00012336,-9.42E-05,0.000572966,1.150084798,0.922517684,2.070670326,1.137703226,0.970845032,1.028385964,0.709844222,1.030564502,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,0.952335216,279.6966153,282967170,FALSE,FALSE
706616,3.671134679,4.514469877,29.32730092,82.40282285,0.88504137,2.415559153,0.792717389,1.54254377,0.656222587,0.496435428,7.865425784,29.79649317,0.001877526,2.238144833,0.003164164,0.031008598,-0.004656982,-0.005326231,-9.13E-05,-4.15E-05,-0.000575104,-2.15E-06,-3.90E-05,-8.99E-06,0.004379066,3.524810221,0.00971918,-0.626614805,0.000189085,0.001040804,4.17E-06,5.41E-05,-0.000108711,0.001193167,0.821039491,1.035679567,0.39682488,0.80240554,0.715520683,1.484821267,0.389154359,1.004947137,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,1.079189067,279.881803,283295547,FALSE,FALSE
709278,6.427298417,4.9094843,27.92177499,92.67752521,0.85250761,2.501614264,0.800067007,0.791428689,0.440607811,0.383063899,6.102445374,26.23500666,0.006294094,5.037354583,-0.001173226,0.021692743,-0.00955523,-0.004734958,-8.11E-05,-3.45E-05,-0.000604522,-1.49E-06,-5.44E-05,-7.83E-06,0.055744731,39.49647854,2.66E-24,-0.718531472,0.000266852,0.001430919,4.12E-05,4.13E-05,0.000145997,0.000193083,1.045107396,1.013723299,0.988407517,0.952600045,0.722228114,0.787873056,0.691165937,0.875672846,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,1.127464802,279.7133689,284357685,FALSE,FALSE
714086,10.94321652,4.328149286,15.11467931,100.2133679,1.536575509,2.418778425,0.941724649,1.048588844,1.38169887,0.556421416,8.183302023,33.91895515,-0.001236372,-0.126452878,0.005194574,0.055412094,-0.005317096,-0.001122242,-9.80E-05,4.88E-06,-0.000614164,-3.39E-06,-3.99E-05,-1.02E-05,0.002099875,7.53E-18,0.006939263,-5.950487187,0.000215709,0.000789341,5.20E-05,-2.67E-05,-5.18E-05,0.00309016,1.201089194,1.074928107,0.460743844,0.914339923,0.925740742,1.337730145,1.324064086,1.028196236,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,0.854040519,280.3406078,286276077,FALSE,FALSE
715398,12.00019356,4.159283519,6.610087415,107.0955257,0.971142912,6.534200133,0.75665898,1.459100395,1.488118861,0.550857647,7.935776875,36.52001162,-0.003618842,0.044573734,0.00554592,0.01706862,-0.001275674,-0.005661281,-6.27E-05,-2.14E-05,-0.000625295,-1.54E-06,-3.54E-05,-8.46E-06,0.004855905,0.202216129,0.000981773,-1.198201569,0.00025796,0.000724731,3.78E-05,-0.000107161,-3.39E-05,0.000394165,1.032116176,0.927245976,0.982691875,1.319226384,1.239940702,1.826416785,1.574432479,1.009896779,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,1.046185228,278.8622043,286799565,FALSE,FALSE
718386,12.39723657,4.75466816,26.01444944,65.5585729,1.408319665,1.451929974,1.061041583,1.436380705,1.215455066,0.547575614,8.069489087,37.35401629,-0.002959,-0.927776717,0.005966272,0.010290663,-0.006120195,-0.003595307,-0.000129187,-2.83E-05,-0.000666688,-2.63E-06,-5.97E-05,-8.37E-06,0.009093416,144.6901389,3.62E-11,-1.327619911,0.000272475,0.000678528,-1.54E-05,8.33E-05,0.000179235,0.001638659,1.199482983,1.090307695,1.217404172,0.967697287,1.057772754,0.809241671,1.137367469,1.019736207,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,1.131031972,276.100143,287991777,FALSE,FALSE
718619,4.530509486,3.190209452,15.89830693,106.7605009,0.922920635,2.918380269,1.054862084,1.029060672,1.160118617,0.612139844,6.655936845,31.58225934,0.001685336,3.97982416,0.00105756,0.050135986,-0.005976797,-0.002590462,-7.07E-05,-3.29E-05,-0.000643238,-2.20E-06,1.59E-05,-1.05E-05,0.005960718,0.455915741,0.001488665,-1.500369323,0.000216394,0.001352756,1.67E-05,7.84E-05,4.07E-05,0.001661677,0.990560041,0.965098608,2.047501523,1.198488742,0.870868226,0.894471803,1.000751638,0.915969245,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,0.940299969,278.1405438,288084744,FALSE,FALSE
721062,1.432363312,3.593509619,11.43272924,81.08933663,1.032748335,2.158769958,0.35961111,1.372516822,0.611266218,0.314288184,6.887870968,32.00537695,0.000820606,0.360983011,0.005404647,0.028737153,-0.006561083,-0.002774607,-0.000100162,-5.07E-05,-0.000692987,-3.91E-06,-4.68E-05,-9.20E-06,0.004559729,7.59E-17,0.049698655,-3.246447902,0.00030494,0.000664588,-8.86E-05,5.97E-05,0.000574426,0.001330998,1.112330902,0.915978029,1.174188696,0.889780463,1.197305449,1.114836045,1.491189227,0.931816365,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,1.093265928,277.590621,289059501,FALSE,FALSE
722834,10.63940293,3.974527758,22.89379225,89.41846118,0.617597656,3.209809193,1.05270314,1.588295637,1.397426253,0.533922511,7.326821637,27.34890174,0.005464635,2.693862154,0.001778242,0.025915361,-0.00422272,-0.002325194,-7.22E-05,-1.58E-05,-0.000608839,-1.74E-06,-4.98E-05,-7.01E-06,0.010045863,0.222994659,0.00546202,-1.783198,0.000295211,0.00100305,2.97E-05,-0.000163442,0.000319804,0.002508966,0.823783077,1.027380014,1.602752725,0.912203665,0.892989126,0.768844725,1.726083365,0.964278403,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,1.101748785,278.6463821,289766529,FALSE,FALSE
723479,7.028054303,3.234955579,20.37988722,46.59463664,1.069037664,1.419645916,0.390066361,1.067260676,0.609648388,0.396568189,6.658906951,37.6979931,-0.002321429,-2.180843165,0.006039712,0.041442893,-0.003378575,-0.000606131,-5.31E-05,2.27E-05,-0.000580552,-1.13E-06,-4.17E-05,-9.97E-06,0.0141478,3.52E-34,0.067192445,-2.103037269,0.000195845,0.001329047,-2.22E-05,2.06E-05,8.11E-05,0.000993093,0.848333682,1.092801057,0.198238982,0.955637679,0.791414337,0.980075029,1.811689318,0.916234292,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,0.935168317,276.1915989,290023884,FALSE,FALSE
724136,10.36137252,3.007836268,17.03351624,59.91902572,0.558602098,4.989953323,0.778820135,1.667700532,1.417676592,0.57117539,7.102270198,30.83785332,0.000817771,-0.092747839,0.005674571,0.028351117,-0.003346907,-0.004475566,-9.72E-05,-3.09E-05,-0.000544669,-1.53E-06,-1.23E-05,-7.48E-06,0.093894891,2.73E-53,1.321465777,-1.20964022,0.000183736,0.001668672,-6.44E-05,3.47E-05,2.57E-05,0.002710375,0.928518371,0.991760042,1.080627002,1.125143434,1.242999767,0.626907756,0.652050505,0.946594418,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,0.983464935,280.6157022,290286027,FALSE,FALSE
724209,12.82598255,3.91884456,9.918471755,152.0841187,1.5772423,2.563715616,0.880126824,1.048468677,1.168303977,0.578032811,9.021649636,31.07444189,-0.001597788,3.536982566,0.004786932,0.02454757,-0.006413147,0.000403016,-5.65E-05,5.46E-06,-0.000567305,-1.87E-06,-6.67E-05,-7.87E-06,0.006620096,0.001014134,0.044870844,-1.838116613,0.000242411,0.001152952,-0.000122658,-6.15E-05,0.000388055,0.000225481,0.801021338,1.015395298,0.954095341,0.897292199,1.074258459,0.403442697,1.356703107,1.089207443,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,1.155379817,281.2516148,290315154,FALSE,FALSE
